Title,Year,Revenue,Rating,Critics ratings,Season,budget,genres,cast_popularity,critics_missing,log_revenue,log_budget,revenue_class
Vampires Suck,2010,80547866,3.5,18.0,summer,20000000.0,"Comedy, Fantasy",0.6225163905536931,0,18.204362186789716,16.811242881518265,High
Letters to Juliet,2010,79293444,6.5,50.0,spring,30000000.0,"Comedy, Drama, Romance",0.5366872766583605,0,18.188666022406643,17.216707972959764,High
The Back-up Plan,2010,77477008,5.3,34.0,spring,30000000.0,Comedy,0.7696914405427404,0,18.16549179224735,17.216707972959764,High
Diary of a Wimpy Kid,2010,76196538,6.3,56.0,spring,15000000.0,"Comedy, Family",0.4638102804794534,0,18.14882659967785,16.52356082573315,High
If You Are the One 2,2010,76085443,5.9,52.0,winter,0.0,"Comedy, Romance, Fantasy",1.817412365102086,1,18.147367529897956,0.0,High
Easy A,2010,75026216,7.0,72.0,fall,8000000.0,Comedy,0.6795239143919313,0,18.13334817041872,15.894952224644102,High
Hubble 3D,2010,74249729,7.6,79.0,spring,30000000.0,Comedy,0.7696914405427404,0,18.122944699276836,17.216707972959764,High
Pokémon: Zoroark: Master of Illusions,2010,71143529,6.1,52.0,unknown,30000000.0,Comedy,0.7696914405427404,1,18.080209943720213,17.216707972959764,High
A Turtle's Tale: Sammy's Adventures,2010,70627617,6.0,52.0,summer,0.0,"Animation, Family",1.04422055964935,1,18.07293181577039,0.0,High
The Last Exorcism,2010,69432527,5.7,63.0,summer,1800000.0,"Horror, Thriller, Mystery",0.6958138041989131,0,18.055866018840042,14.403297778421795,High
Takers,2010,69055695,6.2,45.0,summer,32000000.0,"Action, Crime, Drama, Thriller",0.6441788352926598,0,18.050423925365973,17.281246492014,High
Bestseller,2010,68813389,6.1,52.0,spring,0.0,"Horror, Thriller, Mystery",2.1756502883789617,1,18.04690890606017,0.0,High
Legion,2010,67918658,5.3,32.0,winter,26000000.0,"Action, Fantasy, Horror",1.874734724168953,0,18.0338213559562,17.073607134447293,High
The American,2010,67876281,6.3,61.0,fall,20000000.0,"Crime, Drama, Thriller",0.675646185439402,0,18.033197223701144,16.811242881518265,High
The Next Three Days,2010,67448651,7.3,52.0,fall,30000000.0,"Romance, Drama, Thriller, Crime",0.9348847983839249,0,18.02687715524413,17.216707972959764,High
Skyline,2010,66984887,4.5,26.0,fall,10500000.0,"Science Fiction, Action, Thriller",0.36480359685421154,0,18.019977599675702,16.166885910365842,High
Hot Tub Time Machine,2010,64735752,6.4,63.0,spring,36000000.0,"Science Fiction, Comedy, Adventure",0.5700041162148306,0,17.985824203445542,17.399029524198163,High
Elite Squad 2: The Enemy Within,2010,63618850,8.0,71.0,unknown,15000000.0,Comedy,0.7815580729307567,0,17.968420383763803,16.52356082573315,High
Devil,2010,62695489,6.3,44.0,fall,10000000.0,"Horror, Mystery, Thriller",0.9775116071089202,0,17.953800073191513,16.118095750958314,High
127 Hours,2010,60738797,7.5,82.0,fall,18000000.0,"Adventure, Drama, Thriller",0.46766111698779667,0,17.922093228120342,16.705882371415992,High
Why Did I Get Married Too?,2010,60673972,4.8,43.0,spring,20000000.0,"Comedy, Romance",1.9436317604460365,0,17.921025383187295,16.811242881518265,High
The Ghost Writer,2010,60331447,7.2,77.0,winter,45000000.0,"Thriller, Mystery",0.7572007024783544,0,17.915364051454958,17.622173069956816,High
Secretariat,2010,60321861,7.2,61.0,fall,35000000.0,Drama,1.3305581218193057,0,17.91520514988781,17.370858648025116,High
MorningGlory,2010,60040976,6.5,57.0,fall,15000000.0,Comedy,0.7815580729307567,0,17.91053783708215,16.52356082573315,High
Remember Me,2010,56032889,7.1,40.0,spring,16000000.0,"Drama, Romance",0.6391119237335373,0,17.841449397722265,16.588099342704055,High
Cop Out,2010,55611001,5.5,31.0,winter,30000000.0,"Action, Comedy, Crime",0.9576024806786214,0,17.833891617343443,17.216707972959764,High
Veda - Atatürk,2010,55024621,7.2,51.0,unknown,15000000.0,Comedy,0.7815580729307567,1,17.823291315748477,16.52356082573315,High
The Crazies,2010,54806823,6.5,56.0,winter,20000000.0,"Mystery, Horror, Action",0.766521341612139,0,17.819325269713026,16.811242881518265,High
Little White Lies,2010,53319615,7.1,50.0,fall,25000000.0,"Comedy, Drama",0.9029157861262507,0,17.7918148514484,17.034386422832473,High
From Paris with Love,2010,52830951,6.4,42.0,winter,52000000.0,"Action, Crime, Thriller",0.6856619261067728,0,17.782607789042498,17.76675429577647,High
Detective Dee: Mystery of the Phantom Flame,2010,51899269,6.6,75.0,fall,15000000.0,Comedy,0.7815580729307567,0,17.764815282526598,16.52356082573315,High
Animals United,2010,51883642,4.9,51.0,fall,0.0,"Animation, Family, Comedy",0.8010215777504461,1,17.764514134685083,0.0,High
Daybreakers,2010,51416464,6.4,57.0,winter,20000000.0,"Action, Fantasy, Science Fiction",0.5607937171437442,0,17.755469009869756,16.811242881518265,High
Alpha and Omega,2010,50507267,5.1,36.0,fall,20000000.0,"Animation, Family, Comedy, Adventure, Romance",1.3674796101191242,0,17.737627804682063,16.811242881518265,High
The Switch,2010,49830607,6.1,52.0,summer,19000000.0,"Comedy, Romance, Drama",1.0822838403059796,0,17.724139971668198,16.759949589762293,High
Space Battleship Yamato,2010,49827298,6.0,51.0,winter,12000000.0,"Science Fiction, Action, Adventure, Drama",0.8498150772239167,1,17.724073564493878,16.300417291085605,High
She's Out of My League,2010,49779728,6.4,46.0,spring,20000000.0,"Romance, Comedy",0.43953918484523435,0,17.723118410935506,16.811242881518265,High
Death at a Funeral,2010,49050886,5.7,51.0,spring,21000000.0,Comedy,2.5044445054180255,0,17.708368827400314,16.860033043306743,High
How Do You Know,2010,48668907,5.4,46.0,winter,120000000.0,"Comedy, Drama, Romance",0.41853921692338825,0,17.70055094473853,18.603002309079653,High
Charlie St. Cloud,2010,48190704,6.4,37.0,summer,44000000.0,"Drama, Romance",0.624479715704688,0,17.690676718100704,17.599700214609808,High
Heartbreaker,2010,48023509,6.7,59.0,fall,8700000.0,"Romance, Comedy",0.6444406160252095,0,17.687201240630046,15.978833698567334,High
Scott Pilgrim vs. the World,2010,47798264,7.5,69.0,summer,73000000.0,"Action, Comedy, Romance",0.9800212173837902,0,17.6824998997318,18.105970012811294,High
StreetDance 2,2010,46960833,6.4,51.0,unknown,15000000.0,Comedy,0.7815580729307567,1,17.664824493121984,16.52356082573315,High
Welcome to the South,2010,45914352,6.6,51.0,fall,4000000.0,Comedy,0.48846809863190116,1,17.642288327674898,15.201805169084134,Low
Machete,2010,45491656,6.6,60.0,fall,10500000.0,"Action, Comedy, Thriller",0.8471190201410315,0,17.633039504470833,16.166885910365842,Low
Confessions,2010,45203103,7.7,51.0,summer,0.0,"Drama, Thriller, Mystery",0.6527849423953324,1,17.62667631501098,0.0,Low
Avatar 2010 Special Edition,2010,44838548,6.4,51.0,unknown,15000000.0,Comedy,0.7815580729307567,1,17.618578796144206,16.52356082573315,Low
The Man from Nowhere,2010,44723232,7.7,51.0,fall,1255000.0,"Action, Thriller, Crime",0.2277755401813394,1,17.616003678473504,14.042646927360453,Low
Of Gods and Men,2010,43803417,7.2,86.0,winter,4000000.0,"Drama, History",0.4977687020873558,0,17.595222408831663,15.201805169084134,Low
Boy,2010,43551154,7.5,70.0,spring,0.0,"Drama, Comedy",0.3108058362055404,0,17.589446782151057,0.0,Low
When in Rome,2010,43053376,5.5,25.0,winter,55000000.0,"Comedy, Fantasy, Romance",0.9795599471518053,0,17.577951229431623,17.822843761378564,Low
My Name Is Khan,2010,42345360,7.9,50.0,winter,12000000.0,"Drama, Romance",0.4094007533678321,0,17.561369433511086,16.300417291085605,Low
Going the Distance,2010,42059111,6.3,51.0,fall,32000000.0,"Comedy, Drama, Romance",1.2937020387136475,0,17.554586615319803,17.281246492014,Low
Nodame Cantabile: The Movie II 2010 Re-release,2010,41054604,6.4,51.0,unknown,15000000.0,Comedy,0.7815580729307567,1,17.53041356783894,16.52356082573315,Low
SP: The Motion Picture I,2010,39674739,6.4,51.0,unknown,15000000.0,Comedy,0.7815580729307567,1,17.49622527111016,16.52356082573315,Low
Kokkuri-san: Gekijô-ban,2010,37982240,5.2,51.0,unknown,15000000.0,Comedy,0.7815580729307567,1,17.45262926634704,16.52356082573315,Low
For Colored Girls,2010,37981984,6.3,50.0,fall,21000000.0,Drama,1.629452343323162,0,17.452622526332338,16.860033043306743,Low
Detective Conan: The Lost Ship in the Sky,2010,36407407,6.9,51.0,spring,0.0,"Animation, Crime, Mystery, Action",2.2786199136550884,1,17.410282828383817,0.0,Low
Secret Reunion,2010,36298578,6.9,51.0,winter,0.0,"Thriller, Action, Drama",1.0230956129131767,1,17.407289152463346,0.0,Low
Furry Vengeance,2010,36288132,3.9,23.0,spring,35000000.0,"Family, Comedy",1.435703601765155,0,17.4070013311863,17.370858648025116,Low
You Will Meet a Tall Dark Stranger,2010,35867322,6.3,51.0,fall,22000000.0,"Comedy, Drama, Romance",1.2229311962701437,0,17.395337216112924,16.906553056777135,Low
Faster,2010,35626958,6.4,44.0,fall,24000000.0,"Crime, Drama, Action, Thriller",1.1629282723128045,0,17.388613184514906,16.993564429978885,Low
The Kids Are All Right,2010,34705850,7.0,86.0,summer,3500000.0,"Comedy, Drama",1.197258807603823,0,17.362418847417583,15.068273812173887,Low
Doraemon The Movie: Nobita's Great Battle of the Mermaid King,2010,34702573,6.5,51.0,unknown,15000000.0,Comedy,0.7815580729307567,1,17.362324420840338,16.52356082573315,Low
The Extraordinary Adventures of Adèle Blanc-Sec,2010,34604339,6.3,51.0,unknown,15000000.0,Comedy,0.7815580729307567,1,17.35948966568784,16.52356082573315,Low
Camping 2,2010,33857735,4.5,55.0,spring,28612179.0,Comedy,0.7390268077296895,1,17.337678068877977,17.169343059257308,Low
Arthur 3: The War of the Two Worlds,2010,33519334,5.5,55.0,summer,70200000.0,"Animation, Adventure, Fantasy, Family",0.8591557897579056,1,17.327632994479213,18.066858883241053,Low
Dogwood Tree,2010,33016351,6.8,55.0,summer,5500000.0,"Romance, Drama",1.516888059811403,1,17.312513511855176,15.520258832020865,Low
Leap Year,2010,32686500,6.5,33.0,winter,0.0,"Drama, Romance",0.6771497322598581,0,17.302472737180892,0.0,Low
Potiche,2010,32309881,6.4,68.0,spring,7800000.0,Comedy,0.7823286698178114,0,17.290883685673926,15.86963441986494,Low
You Again,2010,32054369,5.8,28.0,fall,20000000.0,"Comedy, Romance",0.7524551307391444,0,17.28294408149019,16.811242881518265,Low
Raajneeti,2010,29459596,7.1,55.0,summer,0.0,"Drama, Thriller",1.366745503649878,1,17.19853028933968,0.0,Low
The Losers,2010,29397654,6.2,44.0,spring,25000000.0,"Action, Adventure, Crime, Mystery, Thriller",0.9048076781106952,0,17.196425467222998,17.034386422832473,Low
The Santa Claus Gang,2010,29181330,6.0,55.0,winter,0.0,Comedy,0.5011135309548801,1,17.189039713452512,0.0,Low
Sacrifice,2010,29093560,6.2,57.0,spring,0.0,Science Fiction,1.5719101123595505,0,17.186027436179913,0.0,Low
The Lady Shogun and Her Men,2010,27769952,6.5,55.0,fall,12800000.0,"Science Fiction, Drama, History",1.0213819251711196,1,17.139465166807657,16.36495580701484,Low
Legend of the Fist: The Return of Chen Zhen,2010,27390678,6.2,49.0,spring,0.0,"Drama, Action, History, Thriller",1.1822882247780098,0,17.12571333100136,0.0,Low
Ramona and Beezus,2010,27293743,6.5,56.0,summer,15000000.0,"Comedy, Family",0.9520951062537685,0,17.122168076385435,16.52356082573315,Low
Splice 2010 Re-release,2010,27127620,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,17.116062991884945,15.86963441986494,Low
Let Me In,2010,27093592,7.1,79.0,fall,20000000.0,"Drama, Horror, Mystery",1.0440034615013232,0,17.11480783723395,16.811242881518265,Low
Fair Game,2010,25798915,6.8,69.0,fall,22000000.0,"Drama, Thriller",0.5810067940855631,0,17.065843033505296,16.906553056777135,Low
The Round Up,2010,25623521,7.1,49.0,spring,20000000.0,"Drama, History, War",0.25794709839989544,0,17.059021315710623,16.811242881518265,Low
Christmas in South Africa,2010,25362517,3.4,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,17.048782972825173,15.86963441986494,Low
Biutiful,2010,25147786,7.4,58.0,winter,0.0,Drama,0.3035585893500688,0,17.040280458590782,0.0,Low
Six Degrees of Celebration,2010,25030264,6.2,55.0,winter,5800000.0,Comedy,0.36885342552737416,1,17.035596250647156,15.573368647930426,Low
Sarah's Key,2010,24792815,7.5,59.0,summer,10000000.0,"Drama, War",0.27462494214574773,0,17.02606449175125,16.118095750958314,Low
Lottery Ticket,2010,24719879,5.1,50.0,summer,17000000.0,Comedy,1.62680727569995,0,17.02311833617305,16.648723960844016,Low
Liar Game: The Final Stage,2010,24658706,6.5,55.0,spring,0.0,"Thriller, Drama, TV Movie, Mystery",1.3111274060896185,1,17.020640621235785,0.0,Low
The Way Back,2010,24172201,7.3,66.0,winter,30000000.0,"Drama, Adventure, History",1.0557048091221515,0,17.000713853205106,17.216707972959764,Low
Nasha Russia. Yaytsa sudby,2010,24022125,4.7,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,16.994485880274723,15.86963441986494,Low
Just Call Me Nobody,2010,23705022,6.5,55.0,winter,10000000.0,Comedy,0.8636681722257388,1,16.981197524577325,16.118095750958314,Low
Act of Vengeance,2010,23423390,5.7,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,16.969245696429788,15.86963441986494,Low
Under the Hawthorne Tree,2010,23004431,7.2,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,16.951197450982175,15.86963441986494,Low
Recep Ivedik 3,2010,22588876,4.4,55.0,winter,0.0,Comedy,1.107638888888889,1,16.932968174946428,0.0,Low
Villain,2010,22414467,7.0,55.0,fall,0.0,"Crime, Drama",1.538334492864489,1,16.925217201183393,0.0,Low
A Thousand Words,2010,22044277,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,16.908563625047098,15.86963441986494,Low
"Me, Them and Lara",2010,22039646,5.8,55.0,winter,0.0,"Comedy, Drama",0.34436840943207236,1,16.908353525786787,0.0,Low
Moss,2010,21925534,6.7,55.0,summer,0.0,"Drama, Thriller, Crime, Mystery",1.6789540738919408,1,16.903162497293113,0.0,Low
22 Bullets,2010,21695883,6.6,55.0,spring,24000000.0,"Drama, Crime, Thriller",0.35159457994641913,1,16.892633123100296,16.993564429978885,Low
Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon,2010,21645379,6.9,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,16.890302594721668,15.86963441986494,Low
Just Wright,2010,21584424,6.0,51.0,spring,0.0,"Romance, Comedy",0.3854662541110256,0,16.887482547747307,0.0,Low
My Soul to Take,2010,21500813,4.8,25.0,fall,25000000.0,"Horror, Mystery",0.7558280377954097,0,16.88360135284632,17.034386422832473,Low
Our Family Wedding,2010,21409028,5.1,38.0,spring,14000000.0,Comedy,0.9756617054097776,0,16.87932330689845,16.454567959008102,Low
Astral City: A Spiritual Journey,2010,21218935,6.5,55.0,fall,12000000.0,Drama,0.24074074074074073,1,16.87040454851693,16.300417291085605,Low
71: Into the Fire,2010,20967660,7.3,55.0,summer,10400000.0,War,0.826896935194931,1,16.85849185636136,16.15731646026544,Low
Country Strong,2010,20529194,6.3,45.0,winter,15000000.0,"Drama, Romance, Music",0.18827150885902666,0,16.837358577315488,16.52356082573315,Low
Beck,2010,20219060,6.8,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,16.822136331309128,15.86963441986494,Low
How Not to Rescue a Princess,2010,20157447,6.3,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,16.819084405853005,15.86963441986494,Low
About Her Brother,2010,19969473,7.0,55.0,winter,0.0,"Comedy, Drama",0.8355667770531775,1,16.809715365535844,0.0,Low
Trick the Movie: Psychic Battle Royale,2010,19795115,6.4,55.0,spring,0.0,"Action, Thriller, Science Fiction",2.309046385957551,1,16.800945798570872,0.0,Low
Hello Ghost,2010,19774455,7.5,55.0,winter,0.0,"Comedy, Drama, Romance, Family",1.8687384009091974,1,16.79990156175793,0.0,Low
Another Year,2010,19722766,7.4,81.0,winter,8000000.0,"Drama, Comedy",1.2726151856643213,0,16.797284211697242,15.894952224644102,Low
Youth in Revolt,2010,19651093,6.4,63.0,winter,18000000.0,"Comedy, Romance, Drama",1.0504625452218412,0,16.793643569030042,16.705882371415992,Low
Hot Summer Days,2010,19573451,6.1,52.0,winter,0.0,"Drama, Comedy, Romance",0.9912978854232759,0,16.789684716254346,0.0,Low
Buried,2010,19439764,7.0,65.0,fall,1987650.0,Thriller,1.085321450003395,0,16.782831268446134,14.502464097467449,Low
The Servant,2010,19259164,6.3,55.0,summer,0.0,"Romance, Drama, Comedy",1.1449176916646329,1,16.773497609292672,0.0,Low
Norwegian Wood,2010,19115721,6.3,58.0,fall,0.0,"Drama, Romance",0.5254736547168343,0,16.76602169578306,0.0,Low
Head Over Heels,2010,18876082,5.7,55.0,winter,0.0,Comedy,0.33207133562807273,1,16.753406228936782,0.0,Low
13 Assassins,2010,18689058,7.5,84.0,spring,6000000.0,"Adventure, Drama, Action",1.3906308620847192,0,16.743448830384693,15.607270193858982,Low
Green Zone 2010 Re-release,2010,18495045,6.4,55.0,unknown,0.0,Comedy,0.6610730373036245,1,16.73301347040429,0.0,Low
Avatar,2009,2743577587,7.9,83.0,winter,237000000.0,"Science Fiction, Action, Adventure",0.6475076679703674,0,21.7325285947268,19.283570703318816,High
Harry Potter and the Half-Blood Prince,2009,933959197,7.6,78.0,summer,250000000.0,"Adventure, Fantasy",1.179873573698671,0,20.65494331001405,19.33697147982652,High
Ice Age: Dawn of the Dinosaurs,2009,886686817,6.9,50.0,summer,90000000.0,"Animation, Comedy, Family, Adventure",1.3247963218558692,0,20.603002397881323,18.31532023940565,High
Transformers: Revenge of the Fallen,2009,836303693,6.0,35.0,summer,200000000.0,"Science Fiction, Action, Adventure",1.0411034269184705,0,20.54450237541721,19.11382792951231,High
2012,2009,769679473,5.9,49.0,fall,82500000.0,Comedy,0.7982584496190753,0,20.461484718616155,18.228308863426122,High
Up,2009,735099082,8.3,88.0,spring,175000000.0,"Animation, Comedy, Family, Adventure",1.7151727756825064,0,20.41551585489421,18.980296537602072,High
The Twilight Saga: New Moon,2009,709827462,4.8,44.0,fall,50000000.0,"Adventure, Fantasy, Drama, Romance",0.997804616590979,0,20.3805324886088,17.72753358339242,High
Sherlock Holmes,2009,524028679,7.5,57.0,winter,90000000.0,"Adventure, Crime, Mystery",0.9690364908444385,0,20.077056973611956,18.31532023940565,High
Angels & Demons,2009,485930816,6.7,48.0,spring,150000000.0,"Thriller, Mystery",0.22996748509211506,0,20.00157681987993,18.826145858727198,High
The Hangover,2009,468812930,7.7,73.0,summer,35000000.0,Comedy,0.7778919698195814,0,19.965714379037795,17.370858648025116,High
Alvin and the Chipmunks: The Squeakquel,2009,443140005,4.6,41.0,winter,75000000.0,"Comedy, Family, Animation, Fantasy, Music",0.6863948393906321,0,19.909396318711142,18.132998684833918,High
Night at the Museum: Battle of the Smithsonian,2009,413106170,6.0,42.0,spring,150000000.0,"Adventure, Fantasy, Action, Comedy, Family",1.3889529545019168,0,19.839215190527025,18.826145858727198,High
Star Trek,2009,385680446,7.9,82.0,spring,150000000.0,"Science Fiction, Action, Adventure",0.47331432803521123,0,19.77051972705288,18.826145858727198,High
Monsters vs. Aliens,2009,381509870,6.4,56.0,spring,82500000.0,Comedy,0.7982584496190753,0,19.75964728253492,18.228308863426122,High
X-Men Origins: Wolverine,2009,373062864,6.5,40.0,spring,150000000.0,"Adventure, Action, Science Fiction",0.8417389828507107,0,19.737257502281004,18.826145858727198,High
